Zip Code,school,Type,City,State,State FIPS,Locale,Average Faculty Salary,Average SAT Score,Admission Rate,4-Year Completion Rate,Average Net Price (Public),Average Net Price (Private),Cost of Attendance (Academic Year),Median Debt of Completers,Median Earnings (8 Years After Entry),Mean Earnings (8 Years After Entry),Retention Rate,Student Faculty Ratio
35762,alabama a&m university,4,normal,AL,1,12.0,8610.0,947.0,0.6622,0.222366710013,14559.0,,23751.0,31000.0,31992.0,30600.0,0.6167,19.0
35294,university of alabama birmingham,4,birmingham,AL,1,12.0,12211.0,1251.0,0.8842,0.454072145779,17727.0,,27826.0,22300.0,51431.0,44100.0,0.822,18.0
36117,amridge university,5,montgomery,AL,1,12.0,5109.0,,,0.1328125,,,,32189.0,34613.0,40800.0,,12.0
35899,university of alabama huntsville,4,huntsville,AL,1,12.0,10411.0,1321.0,0.7425,0.369397217929,19880.0,,27098.0,20705.0,61771.0,45900.0,0.8034,17.0
36104,alabama state university,4,montgomery,AL,1,12.0,8015.0,977.0,0.9564,0.24620303757,13889.0,,22028.0,31000.0,32520.0,27500.0,0.6006,16.0
35487,university of alabama,4,tuscaloosa,AL,1,12.0,11090.0,1287.0,0.7582,0.576646590247,22150.0,,32024.0,22750.0,56012.0,45600.0,0.8638,19.0
35010,central alabama community college,10,alexander city,AL,1,32.0,6773.0,,,0.171003717472,14346.0,,19815.0,9766.0,31468.0,29300.0,,17.0
35611,athens state university,4,athens,AL,1,31.0,9452.0,,,0.534482758621,,,,18051.0,48014.0,40000.0,,14.0
36117,auburn university montgomery,4,montgomery,AL,1,12.0,8823.0,1090.0,0.9263,0.279424977538,14596.0,,21873.0,25000.0,42659.0,37000.0,0.683,15.0
36849,auburn university,4,auburn,AL,1,13.0,11907.0,1318.0,0.5047,0.664,23897.0,,34402.0,21000.0,61406.0,50800.0,0.9261,21.0
35254,birmingham southern college,5,birmingham,AL,1,12.0,6586.0,1197.0,0.5194,0.662962962963,,23351.0,38385.0,25000.0,53677.0,43500.0,0.7029,9.0
36869,chattahoochee valley community college,10,phenix city,AL,1,21.0,6268.0,,,0.148499210111,5814.0,,12032.0,10500.0,34321.0,28200.0,,15.0
36116,south university montgomery,6,montgomery,AL,1,12.0,6153.0,,,0.222162162162,,25157.0,30704.0,26123.0,32897.0,41000.0,0.4,13.0
36330,enterprise state community college,10,enterprise,AL,1,32.0,9427.0,,,0.101102941176,8187.0,,14798.0,7499.0,37816.0,40900.0,,17.0
36507,coastal alabama community college,7,bay minette,AL,1,32.0,7837.0,,,0.11568627451,9514.0,,15171.0,11000.0,33539.0,31100.0,,15.0
36109,faulkner university,5,montgomery,AL,1,12.0,6574.0,1016.0,0.6613,0.354166666667,,21165.0,36910.0,23000.0,42211.0,37000.0,0.6675,13.0
35903,gadsden state community college,10,gadsden,AL,1,13.0,7250.0,,,0.20596797671,3568.0,,10687.0,,31231.0,27200.0,,17.0
35951,new beginning college of cosmetology,12,albertville,AL,1,32.0,,,,0.788461538462,,13055.0,,9500.0,17702.0,,,7.0
36303,george c wallace community college dothan,10,dothan,AL,1,13.0,7050.0,,,0.251332149201,2697.0,,9863.0,,30306.0,28500.0,,14.0
35077,george c wallace state community college hanceville,10,hanceville,AL,1,42.0,7142.0,,,0.264331210191,14042.0,,18748.0,11000.0,37446.0,33000.0,,19.0
36702,george c wallace state community college selma,7,selma,AL,1,32.0,6779.0,,,0.226890756303,970.0,,9505.0,,27797.0,26000.0,,15.0
35209,herzing university birmingham,11,birmingham,AL,1,21.0,6744.0,,0.9449,0.338302172815,,20957.0,27195.0,21500.0,38007.0,35100.0,0.6,14.0
36106,huntingdon college,5,montgomery,AL,1,12.0,7723.0,1148.0,0.7083,0.515060240964,,21401.0,39686.0,27000.0,46532.0,39900.0,0.6575,14.0
35630,heritage christian university,5,florence,AL,1,13.0,5489.0,,1.0,,,,,,41353.0,,0.8889,8.0
35811,j f drake state community and technical college,10,huntsville,AL,1,12.0,6510.0,,,0.030555555556,4644.0,,11908.0,,25880.0,24300.0,,12.0
36022,j f ingram state technical college,10,deatsville,AL,1,41.0,,,,,,,,,,,,12.0
36265,jacksonville state university,4,jacksonville,AL,1,23.0,7774.0,1055.0,0.7622,0.455089820359,14850.0,,23422.0,22189.0,43146.0,34900.0,0.6502,19.0
35215,jefferson community college,7,birmingham,AL,1,12.0,7555.0,,,0.137487636004,9024.0,,14384.0,9689.0,36997.0,32500.0,,19.0
35671,john c calhoun state community college,10,tanner,AL,1,13.0,7418.0,,,0.128973660309,7336.0,,12687.0,12000.0,35178.0,30700.0,,22.0
35221,lawson state community college,7,birmingham,AL,1,12.0,7388.0,,,0.159220146223,6564.0,,15028.0,,29498.0,25700.0,,16.0
35470,university of west alabama,4,livingston,AL,1,43.0,7627.0,1015.0,0.8711,0.14502529511,13832.0,,22402.0,24944.0,39584.0,33400.0,0.6498,17.0
36420,lurleen b wallace community college,10,andalusia,AL,1,41.0,6659.0,,,0.326750448833,3041.0,,10223.0,,32036.0,28200.0,,17.0
36756,marion military institute,7,marion,AL,1,43.0,7169.0,1043.0,0.5917,0.365168539326,10137.0,,18458.0,9250.0,55782.0,43600.0,,10.0
35064,miles college,5,fairfield,AL,1,21.0,5439.0,,,0.059945504087,,14514.0,22900.0,31217.0,30166.0,25600.0,0.5661,12.0
36613,university of mobile,5,mobile,AL,1,41.0,5790.0,1220.0,0.7251,0.418552036199,,19603.0,38731.0,26500.0,41687.0,37300.0,0.6992,13.0
35115,university of montevallo,4,montevallo,AL,1,31.0,8549.0,,0.539,0.391228070175,17053.0,,26233.0,24000.0,39133.0,32300.0,0.7318,13.0
35661,northwest shoals community college,10,muscle shoals,AL,1,13.0,7059.0,,,0.104522613065,4545.0,,10894.0,10000.0,32116.0,27600.0,,17.0
35632,university of north alabama,4,florence,AL,1,13.0,9049.0,,0.9648,0.418245614035,11024.0,,22086.0,22077.0,43633.0,36300.0,0.7709,18.0
35986,northeast alabama community college,10,rainsville,AL,1,42.0,7473.0,,,0.24039829303,1612.0,,10620.0,6100.0,32882.0,29000.0,,16.0
35896,oakwood university,5,huntsville,AL,1,12.0,5758.0,,0.5051,0.232911392405,,23384.0,38592.0,27000.0,36092.0,32400.0,0.6954,10.0
36401,reid state technical college,10,evergreen,AL,1,43.0,7019.0,,,0.453608247423,131.0,,9066.0,,25450.0,26700.0,,15.0
36603,bishop state community college,10,mobile,AL,1,12.0,7389.0,,,0.161485319516,4176.0,,11530.0,,27738.0,26200.0,,18.0
35229,samford university,5,birmingham,AL,1,21.0,9810.0,1203.0,0.8223,0.711409395973,,30795.0,53934.0,19500.0,54932.0,50700.0,0.8926,14.0
36701,selma university,5,selma,AL,1,32.0,,,,,,,,,,,,3.0
35405,shelton state community college,10,tuscaloosa,AL,1,12.0,7216.0,,,0.142857142857,10880.0,,16607.0,,33221.0,27100.0,,17.0
35957,snead state community college,10,boaz,AL,1,32.0,7673.0,,,0.268321513002,6369.0,,12583.0,9000.0,33915.0,29800.0,,21.0
36688,university of south alabama,4,mobile,AL,1,12.0,7764.0,1119.0,0.6549,0.422551252847,15142.0,,22070.0,24929.0,44838.0,42400.0,0.7235,18.0
36608,spring hill college,5,mobile,AL,1,12.0,5642.0,1090.0,0.591,,,19514.0,37172.0,27000.0,50757.0,44000.0,0.7318,10.0
35401,stillman college,5,tuscaloosa,AL,1,12.0,5415.0,,0.7422,0.146496815287,,12272.0,23485.0,29067.0,32891.0,28700.0,0.7155,12.0
35160,talladega college,5,talladega,AL,1,32.0,5951.0,,0.9925,0.16339869281,,13461.0,23441.0,28500.0,27033.0,25600.0,0.7781,19.0
36108,h councill trenholm state community college,7,montgomery,AL,1,12.0,7119.0,,,0.075203252033,5568.0,,12148.0,,28179.0,25400.0,,16.0
36082,troy university,4,troy,AL,1,33.0,7491.0,1086.0,0.9261,0.2837922403,13869.0,,21816.0,25000.0,41914.0,37500.0,0.7386,15.0
36088,tuskegee university,5,tuskegee,AL,1,32.0,7309.0,1121.0,0.3143,0.454833597464,,32977.0,41924.0,27000.0,44811.0,39000.0,0.7431,12.0
36526,united states sports academy,5,daphne,AL,1,13.0,7452.0,,0.3529,,,,,,46997.0,51100.0,0.0,14.0
35501,bevill state community college,10,jasper,AL,1,32.0,7606.0,,,0.222546161322,5249.0,,15238.0,,32403.0,29100.0,,15.0
99508,university of alaska anchorage,4,anchorage,AK,2,11.0,9957.0,,0.6652,0.174219093709,13780.0,,21848.0,20210.0,45334.0,46300.0,0.6899,12.0
99645,alaska bible college,5,palmer,AK,2,23.0,,,,,,14093.0,22101.0,,,,0.625,5.0
99775,university of alaska fairbanks,4,fairbanks,AK,2,13.0,10130.0,,,0.232333010649,9634.0,,21182.0,20291.0,46319.0,40400.0,0.7094,12.0
99801,university of alaska southeast,10,juneau,AK,2,41.0,9091.0,,0.625,0.189591078067,7233.0,,16796.0,19111.0,46336.0,38300.0,0.68,9.0
99508,alaska pacific university,5,anchorage,AK,2,11.0,7297.0,,0.8621,0.433734939759,,18976.0,34964.0,23500.0,45907.0,41000.0,0.7436,8.0
99664,alaska vocational technical center,10,seward,AK,2,43.0,,,,,12071.0,,,,44687.0,41400.0,,12.0
99508,charter college,12,anchorage,AK,2,11.0,5298.0,,,0.530589543938,,25225.0,31188.0,14176.0,35567.0,35700.0,0.0,25.0
99507,alaska career college,12,anchorage,AK,2,11.0,5205.0,,,0.713836477987,,18091.0,,7377.0,33844.0,29500.0,,15.0
85716,empire beauty school tucson,12,tucson,AZ,4,11.0,,,,0.532894736842,,16609.0,,13000.0,23223.0,22900.0,,21.0
85051,carrington college phoenix north,12,phoenix,AZ,4,11.0,6346.0,,,0.665391156463,,,,9500.0,36377.0,29200.0,,21.0
85210,carrington college mesa,12,mesa,AZ,4,11.0,6782.0,,,0.665391156463,,47290.0,,9500.0,36377.0,29200.0,,13.0
85745,carrington college tucson,12,tucson,AZ,4,11.0,6496.0,,,0.665391156463,,39975.0,,9500.0,36377.0,29200.0,,16.0
85712,arizona academy of beauty,12,tucson,AZ,4,11.0,,,,0.526315789474,,15544.0,,5250.0,24735.0,,,24.0
85301,miller motte college arizona automotive institute,12,glendale,AZ,4,21.0,4610.0,,,0.464520048603,,22180.0,,15917.0,28099.0,29300.0,,17.0
85021,brookline college phoenix,6,phoenix,AZ,4,11.0,7230.0,,,0.603946441156,,,,9500.0,31326.0,23600.0,0.5714,28.0
85287,arizona state university campus immersion,4,tempe,AZ,4,12.0,12336.0,,0.9019,0.492382068561,13670.0,,28047.0,19500.0,58779.0,48800.0,0.8534,18.0
85365,arizona western college,7,yuma,AZ,4,13.0,8003.0,,,0.093396226415,9582.0,,15857.0,4826.0,35209.0,28700.0,,20.0
85721,university of arizona,4,tucson,AZ,4,11.0,12224.0,1261.0,0.8566,0.499116749639,15960.0,,28543.0,19620.0,55966.0,48100.0,0.8667,19.0
85128,central arizona college,10,coolidge,AZ,4,41.0,7319.0,,,0.121170864534,4591.0,,9024.0,10010.0,37886.0,31500.0,,16.0
86403,charles of italy beauty college,12,lake havasu city,AZ,4,13.0,,,,0.594594594595,,11641.0,,7388.0,24486.0,20800.0,,18.0
85635,cochise county community college district,7,sierra vista,AZ,4,13.0,7072.0,,,0.289617486339,7420.0,,13638.0,6750.0,37218.0,29400.0,,14.0
85224,empire beauty school chandler,12,chandler,AZ,4,11.0,,,,0.532075471698,,16662.0,,10667.0,23535.0,19400.0,,22.0
85210,avalon institute mesa,12,mesa,AZ,4,11.0,,,,0.576576576577,,16847.0,,6332.0,27582.0,20600.0,,26.0
85552,eastern arizona college,10,thatcher,AZ,4,33.0,8273.0,,,0.201157742402,9765.0,,16280.0,,34641.0,29400.0,,19.0
86301,embry riddle aeronautical university prescott,5,prescott,AZ,4,13.0,9669.0,1256.0,0.7519,0.372737886748,,39983.0,60158.0,23666.0,76224.0,60800.0,0.8104,17.0
85250,school of architecture,2,scottsdale,AZ,4,12.0,4286.0,,,,,,,,,,,
85302,glendale community college,10,glendale,AZ,4,21.0,10269.0,,,0.043018867925,12158.0,,18056.0,6960.0,41097.0,34700.0,,17.0
85017,grand canyon university,6,phoenix,AZ,4,11.0,7479.0,1095.0,0.6036,0.388376103053,,21931.0,31493.0,22114.0,44013.0,48100.0,0.6925,21.0
85034,gateway community college,10,phoenix,AZ,4,11.0,9350.0,,,0.216122307158,12871.0,,18316.0,6750.0,43557.0,38700.0,0.6071,13.0
85202,mesa community college,10,mesa,AZ,4,11.0,10272.0,,,0.049382716049,13438.0,,18975.0,7473.0,40826.0,36500.0,,16.0
86409,mohave community college,10,kingman,AZ,4,41.0,6630.0,,,0.196685082873,6806.0,,10952.0,9700.0,35430.0,28900.0,,11.0
85323,universal technical institute of arizona inc motorcycle mechanics institute division,12,avondale,AZ,4,21.0,5768.0,,,0.675300063171,,21925.0,,13097.0,46267.0,38600.0,,27.0
86556,dine college,7,tsaile,AZ,4,43.0,6503.0,,,0.073964497041,10218.0,,13872.0,,26817.0,22500.0,0.3846,20.0
86011,northern arizona university,4,flagstaff,AZ,4,13.0,9585.0,,0.9095,0.532272456871,14922.0,,29495.0,19000.0,51271.0,40900.0,0.7413,19.0
86025,northland pioneer college,10,holbrook,AZ,4,43.0,7265.0,,,0.159029649596,9251.0,,14174.0,,30543.0,24600.0,,11.0
85013,phoenix college,10,phoenix,AZ,4,11.0,9778.0,,,0.08407079646,11728.0,,18033.0,6750.0,38024.0,33300.0,,14.0
85709,pima community college,10,tucson,AZ,4,11.0,8373.0,,,0.177364864865,3123.0,,8916.0,7000.0,37341.0,32100.0,,19.0
85712,pima medical institute tucson,9,tucson,AZ,4,11.0,5787.0,,,0.692735703246,,,,9500.0,38155.0,29800.0,,35.0
87110,pima medical institute albuquerque,12,albuquerque,NM,35,11.0,5996.0,,,0.8,,20348.0,,5500.0,32409.0,,,25.0
86301,prescott college,5,prescott,AZ,4,13.0,5813.0,,0.9857,0.330357142857,,20906.0,47228.0,16300.0,39496.0,30700.0,0.6324,9.0
85034,refrigeration school inc,12,phoenix,AZ,4,11.0,4742.0,,,0.661224489796,,25300.0,,8233.0,47384.0,39700.0,,34.0
85281,rio salado college,10,tempe,AZ,4,12.0,7264.0,,,0.034952813702,8764.0,,13740.0,9500.0,35718.0,38000.0,,31.0
85007,roberto venn school of luthiery,12,phoenix,AZ,4,11.0,,,,,,25894.0,,,35057.0,,,6.0
85256,scottsdale community college,10,scottsdale,AZ,4,41.0,10327.0,,,0.162342475908,14380.0,,19682.0,8000.0,44061.0,39600.0,,15.0
85042,south mountain community college,10,phoenix,AZ,4,11.0,10288.0,,,0.011162790698,11942.0,,17872.0,8000.0,37696.0,31500.0,,17.0
85306,arizona christian university,5,glendale,AZ,4,21.0,5432.0,,0.7442,0.296296296296,,32383.0,50950.0,23000.0,46781.0,31900.0,0.5781,18.0
85323,universal technical institute of arizona inc,9,avondale,AZ,4,21.0,5966.0,,,0.664917069074,,27139.0,,13124.0,52777.0,43000.0,,38.0
86301,yavapai college,10,prescott,AZ,4,13.0,8423.0,,,0.185633575464,6355.0,,12642.0,9000.0,38338.0,31100.0,,19.0
72204,university of arkansas little rock,4,little rock,AR,5,12.0,7892.0,1049.0,0.5774,0.289168765743,16136.0,,21013.0,22000.0,42786.0,36900.0,0.7289,11.0
72205,university of arkansas medical sciences,4,little rock,AR,5,12.0,9461.0,,,0.745,,,,14000.0,71116.0,70700.0,,15.0
72202,arkansas baptist college,5,little rock,AR,5,12.0,4972.0,,,0.078651685393,,11139.0,22626.0,25375.0,26637.0,23700.0,0.2028,15.0
72209,arkansas beauty school little rock,12,little rock,AR,5,12.0,,,,0.370967741935,,24060.0,,6333.0,13231.0,,,20.0
72801,arkansas beauty college,12,russellville,AR,5,33.0,,,,,,11898.0,,,,,,10.0
72501,lyon college,5,batesville,AR,5,33.0,6017.0,,0.6554,0.082474226804,,22670.0,44943.0,21500.0,42733.0,40800.0,0.5957,10.0
72114,arkansas technical school,12,north little rock,AR,5,13.0,,,,0.391304347826,,35353.0,,16500.0,20235.0,22400.0,,25.0
72701,university of arkansas,4,fayetteville,AR,5,13.0,10492.0,1174.0,0.7167,0.547314578005,17525.0,,26161.0,21500.0,54333.0,46900.0,0.8605,20.0
71601,university of arkansas pine bluff,4,pine bluff,AR,5,32.0,6100.0,916.0,0.5754,0.345297029703,11679.0,,20907.0,24202.0,33831.0,28100.0,0.615,13.0
72012,arkansas state university beebe,7,beebe,AR,5,31.0,5300.0,,,0.353971962617,8652.0,,14799.0,8093.0,32713.0,31600.0,,16.0
72401,arkansas state university,4,jonesboro,AR,5,13.0,7601.0,1119.0,0.6967,0.396875,13085.0,,22823.0,20500.0,40605.0,35100.0,0.7769,15.0
72801,arkansas tech university,7,russellville,AR,5,33.0,6868.0,1050.0,0.9629,0.390804597701,12171.0,,21536.0,21000.0,40016.0,36100.0,0.6703,18.0
71656,university of arkansas monticello,10,monticello,AR,5,33.0,5921.0,,,0.209003215434,14013.0,,20741.0,19971.0,32946.0,30400.0,0.6834,12.0
72076,arthurs beauty college,12,jacksonville,AR,5,21.0,,,,0.509090909091,,12008.0,,9833.0,23123.0,19000.0,,24.0
72210,baptist health college little rock,8,little rock,AR,5,12.0,7869.0,980.0,1.0,0.732441471572,,34755.0,37054.0,10000.0,61333.0,47400.0,,7.0
72455,black river technical college,10,pocahontas,AR,5,32.0,5015.0,,,0.276231263383,6053.0,,14624.0,9500.0,31569.0,26800.0,,16.0
72035,university of central arkansas,4,conway,AR,5,13.0,7396.0,1117.0,0.9047,0.391435986159,16775.0,,24265.0,20346.0,42426.0,37500.0,0.7378,14.0
72034,central baptist college,5,conway,AR,5,13.0,5363.0,1022.0,0.4636,0.203619909502,,16664.0,27468.0,22250.0,42350.0,37600.0,0.6101,12.0
71832,cossatot community college of university of arkansas,10,de queen,AR,5,33.0,5331.0,,,0.483739837398,5200.0,,11738.0,,32694.0,27500.0,,16.0
72450,crowleys ridge college,5,paragould,AR,5,41.0,5603.0,,,0.272727272727,,17236.0,25817.0,26228.0,36442.0,31800.0,0.7191,9.0
72335,east arkansas community college,10,forrest city,AR,5,32.0,5369.0,,,0.325657894737,6769.0,,13028.0,6000.0,27892.0,25600.0,,10.0
72117,paul mitchell school little rock,12,north little rock,AR,5,13.0,,,,0.636678200692,,14508.0,,10725.0,23559.0,,,16.0
71913,national park college,10,hot springs,AR,5,23.0,5465.0,,,0.269727403156,11442.0,,17994.0,10500.0,29539.0,26600.0,,14.0
72503,university of arkansas community college batesville,10,batesville,AR,5,33.0,5087.0,,,0.13734939759,9359.0,,16591.0,10250.0,30945.0,29900.0,,11.0
72149,harding university,5,searcy,AR,5,32.0,7813.0,1187.0,1.0,0.586021505376,,20579.0,36385.0,26500.0,48980.0,42700.0,0.8557,16.0
71999,henderson state university,4,arkadelphia,AR,5,32.0,6756.0,,0.8192,0.33686440678,16929.0,,25946.0,19500.0,39423.0,35000.0,0.5822,17.0
72032,hendrix college,5,conway,AR,5,13.0,8264.0,1336.0,0.5298,0.619402985075,,23409.0,52396.0,26688.0,46451.0,41300.0,0.7861,11.0
71901,hot springs beauty college,12,hot springs,AR,5,13.0,,,,0.411764705882,,10792.0,,9700.0,16502.0,,,19.0
71603,jefferson regional school of nursing,8,pine bluff,AR,5,32.0,7328.0,,,0.75,,,,12000.0,68062.0,,,10.0
72761,john brown university,5,siloam springs,AR,5,32.0,7473.0,1222.0,0.6764,0.626146788991,,21144.0,43260.0,21250.0,49481.0,51800.0,0.8433,16.0
72764,career academy of hair design,12,springdale,AR,5,13.0,,,,0.552486187845,,13563.0,,6365.0,18604.0,,,11.0
72901,academy of salon and spa,12,fort smith,AR,5,13.0,,,,,,14155.0,,4833.0,23379.0,,,20.0
72301,arkansas state university mid south,10,west memphis,AR,5,21.0,4466.0,,,0.105392156863,3558.0,,12556.0,,29840.0,23700.0,,11.0
72316,arkansas northeastern college,10,blytheville,AR,5,33.0,5136.0,,,0.322580645161,5144.0,,12037.0,,31416.0,26700.0,,17.0
72114,new tyler barber college inc,12,north little rock,AR,5,13.0,,,,0.710526315789,,14499.0,,,15275.0,18500.0,,18.0
72601,north arkansas college,10,harrison,AR,5,33.0,5146.0,,,0.365351629503,10146.0,,16367.0,9000.0,32639.0,28500.0,,11.0
72764,northwest technical institute,10,springdale,AR,5,13.0,,,,0.696,11212.0,,16032.0,,40780.0,26400.0,,8.0
71998,ouachita baptist university,5,arkadelphia,AR,5,32.0,6973.0,1212.0,0.6852,0.626062322946,,22355.0,45132.0,21050.0,47024.0,38900.0,0.8075,12.0
72104,arkansas state university three rivers,10,malvern,AR,5,31.0,4689.0,,,0.203333333333,7520.0,,12748.0,10250.0,35474.0,27000.0,,13.0
72556,ozarka college,10,melbourne,AR,5,43.0,4861.0,,,0.03664921466,4396.0,,11461.0,9818.0,27812.0,25800.0,,13.0
72830,university of ozarks,5,clarksville,AR,5,33.0,6861.0,1088.0,0.5814,0.405405405405,,13630.0,35391.0,20875.0,40760.0,36500.0,0.7085,13.0
72110,university of arkansas community college morrilton,10,morrilton,AR,5,32.0,5529.0,1020.0,1.0,0.240648379052,11718.0,,17345.0,10315.0,34413.0,30900.0,,21.0
72202,philander smith university,5,little rock,AR,5,12.0,6137.0,,,0.258426966292,,15360.0,26729.0,24736.0,31824.0,26500.0,0.6873,12.0
72342,phillips community college of university of arkansas,10,helena,AR,5,33.0,5261.0,,,0.265780730897,5420.0,,11778.0,,28134.0,23500.0,,11.0
71603,southeast arkansas college,10,pine bluff,AR,5,32.0,5108.0,,,0.127272727273,11185.0,,15876.0,8600.0,29703.0,27600.0,,7.0
71730,university of aesthetics&cosmetology,12,el dorado,AR,5,33.0,,,,,,12331.0,,9833.0,20044.0,,,9.0
72118,university of arkansas pulaski technical college,10,north little rock,AR,5,13.0,5296.0,,,0.199570815451,15000.0,,21096.0,12080.0,30455.0,28100.0,,16.0
71801,university of arkansas hope texarkana,10,hope,AR,5,32.0,5076.0,,,,8210.0,,13787.0,,31614.0,29100.0,,13.0
71953,university of arkansas community college rich mountain,10,mena,AR,5,33.0,4261.0,,,0.33971291866,4914.0,,12933.0,6500.0,28737.0,23200.0,,19.0
72703,paul mitchell school arkansas,12,fayetteville,AR,5,13.0,,,,0.714285714286,,15309.0,,9833.0,19785.0,24700.0,,12.0
72143,searcy beauty college,12,searcy,AR,5,32.0,,,,,,15106.0,,12429.0,18496.0,16200.0,,28.0
72114,shorter college,8,n little rock,AR,5,13.0,4333.0,,,0.159722222222,,12993.0,18713.0,29500.0,14679.0,,,13.0
72476,williams baptist university,5,walnut ridge,AR,5,42.0,5488.0,1018.0,0.5888,0.341935483871,,15875.0,32222.0,21820.0,38828.0,32200.0,0.5435,12.0
71731,south arkansas college,10,el dorado,AR,5,33.0,5125.0,,,0.322352941176,6235.0,,12138.0,11153.0,32330.0,30300.0,,13.0
71753,southern arkansas university main campus,4,magnolia,AR,5,33.0,7371.0,1050.0,0.6659,0.392094017094,15944.0,,24721.0,18750.0,40383.0,37800.0,0.698,16.0
71701,southern arkansas university tech,10,camden,AR,5,42.0,4515.0,,,0.371428571429,5895.0,,16488.0,6000.0,34767.0,28300.0,,10.0
72202,velvatex college of beauty culture,12,little rock,AR,5,12.0,,,,0.5,,10042.0,,,20903.0,,,15.0
72913,university of arkansas fort smith,4,fort smith,AR,5,13.0,7228.0,1050.0,0.8147,0.283519553073,10097.0,,18052.0,18250.0,37858.0,34700.0,0.714,20.0
94105,academy of art university,6,san francisco,CA,6,11.0,8256.0,,,0.100392841554,,39778.0,47195.0,31000.0,35980.0,38000.0,0.6902,15.0
94612,academy of chinese culture and health sciences,2,oakland,CA,6,11.0,,,,,,,,,,,,
94501,college of alameda,7,alameda,CA,6,21.0,11579.0,,,0.087071240106,9280.0,,17578.0,,40809.0,33600.0,,35.0
93454,allan hancock college,7,santa maria,CA,6,12.0,9403.0,,,0.041214750542,4638.0,,11544.0,,37963.0,32100.0,,25.0
90028,american academy of dramatic arts los angeles,8,los angeles,CA,6,11.0,6749.0,,0.8968,0.755319148936,,40991.0,55265.0,12000.0,25632.0,29100.0,,18.0
94704,berkeley school of theology,11,berkeley,CA,6,12.0,7118.0,,0.6296,,,,,,,,,12.0
90027,american film institute conservatory,2,los angeles,CA,6,11.0,10209.0,,,,,,,,,,,
91790,american beauty college,12,west covina,CA,6,21.0,,,,0.65671641791,,24076.0,,5430.0,20899.0,19700.0,,25.0
90004,american career college los angeles,12,los angeles,CA,6,11.0,7007.0,,,0.744615384615,,27508.0,,9500.0,38121.0,31300.0,,30.0
95841,american river college,7,sacramento,CA,6,21.0,10991.0,,,0.052090975789,4628.0,,12986.0,9625.0,36795.0,33000.0,,28.0
93536,antelope valley community college district,7,lancaster,CA,6,21.0,10708.0,,,0.146153846154,8263.0,,15158.0,12500.0,31267.0,30600.0,,24.0
91103,art center college of design,5,pasadena,CA,6,12.0,8726.0,,0.7498,0.590214067278,,50209.0,71652.0,31000.0,58753.0,61200.0,0.84,8.0
90017,associated technical college los angeles,12,los angeles,CA,6,11.0,,,,0.519138755981,,22236.0,,9500.0,20877.0,26600.0,,14.0
92108,associated technical college san diego,12,san diego,CA,6,11.0,,,,0.559748427673,,24674.0,,9500.0,19916.0,23000.0,,15.0
91702,azusa pacific university,5,azusa,CA,6,21.0,10096.0,1155.0,0.7948,0.524090909091,,19798.0,54735.0,23219.0,60930.0,52500.0,0.8051,10.0
93305,bakersfield college,7,bakersfield,CA,6,11.0,11454.0,,,0.020231926968,4751.0,,13726.0,8312.0,33356.0,31300.0,0.0,32.0
92311,barstow community college,7,barstow,CA,6,32.0,10814.0,,,0.120531154239,12347.0,,20871.0,3500.0,31793.0,31000.0,,25.0
91911,bellus academy chula vista,12,chula vista,CA,6,11.0,,,,0.744360902256,,20159.0,,7917.0,21316.0,20500.0,,16.0
92801,bethesda university,5,anaheim,CA,6,11.0,4123.0,,,,,8388.0,11766.0,9000.0,35976.0,,0.2771,11.0
90639,biola university,5,la mirada,CA,6,21.0,8314.0,1258.0,0.6008,0.625284738041,,28101.0,58430.0,23875.0,54476.0,43000.0,0.848,14.0
92805,brownson technical school,12,anaheim,CA,6,11.0,,,,0.828947368421,,32584.0,,9500.0,64347.0,44600.0,,22.0
85281,bryan university,12,tempe,AZ,4,12.0,5631.0,,,0.248852157943,,20948.0,26688.0,20000.0,37985.0,38600.0,0.8214,25.0
95965,butte college,7,oroville,CA,6,42.0,11596.0,,,0.029126213592,4632.0,,13636.0,10500.0,37882.0,32500.0,,21.0
94103,california institute of integral studies,5,san francisco,CA,6,11.0,9884.0,,,0.68,,,,18750.0,56397.0,,,17.0
95003,cabrillo college,7,aptos,CA,6,22.0,10323.0,,,0.141828653708,13328.0,,23625.0,14380.0,39618.0,35000.0,,17.0
92504,california baptist university,5,riverside,CA,6,11.0,10668.0,,0.7357,0.510648148148,,27384.0,52408.0,26063.0,58531.0,43200.0,0.7333,20.0
94107,california college of arts,5,san francisco,CA,6,11.0,9086.0,,0.734,0.562189054726,,42168.0,78664.0,27000.0,44164.0,41400.0,0.6842,7.0
94102,university of california college of law san francisco,1,san francisco,CA,6,11.0,18115.0,,,,,,,,,120700.0,,
91125,california institute of technology,5,pasadena,CA,6,12.0,22762.0,,0.0314,0.810344827586,,18902.0,83598.0,,142597.0,105700.0,0.9797,3.0
91360,california lutheran university,5,thousand oaks,CA,6,12.0,10463.0,1224.0,0.8888,0.692415730337,,26433.0,63768.0,21669.0,64258.0,48900.0,0.8077,13.0
93407,california polytechnic state university san luis obispo,4,san luis obispo,CA,6,23.0,11452.0,,0.2975,0.762199563001,15624.0,,29918.0,18500.0,82835.0,63300.0,0.9461,18.0
92131,alliant international university san diego,12,san diego,CA,6,11.0,8132.0,,0.0,0.483333333333,,,,12878.0,51275.0,65500.0,,10.0
